local_time	last_changed	flag	category	scope	sector	car_number	event_id	state	message
09-25 16:59:12	2026-09-25T08:59:12.810319+00:00	YELLOW	Flag	Sector	6		2026-09-25T08:59:10|Flag|YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6
09-25 16:59:12	2026-09-25T08:59:12.878790+00:00	YELLOW	Flag	Sector	5		2026-09-25T08:59:10|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 16:59:15	2026-09-25T08:59:15.077587+00:00	CLEAR	Flag	Sector	5		2026-09-25T08:59:13|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 16:59:16	2026-09-25T08:59:16.376071+00:00	CLEAR	Flag	Sector	6		2026-09-25T08:59:14|Flag|CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6
09-25 17:00:22	2026-09-25T09:00:22.945925+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:00:20|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:00:22	2026-09-25T09:00:22.947863+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:00:20|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:00:24	2026-09-25T09:00:24.935745+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:00:23|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:00:27	2026-09-25T09:00:27.397609+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:00:25|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:01:22	2026-09-25T09:01:22.652655+00:00	YELLOW	Flag	Sector	15		2026-09-25T09:01:20|Flag|YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15	YELLOW IN TRACK SECTOR 15
09-25 17:01:22	2026-09-25T09:01:22.654550+00:00	YELLOW	Flag	Sector	14		2026-09-25T09:01:20|Flag|YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14	YELLOW IN TRACK SECTOR 14
09-25 17:01:31	2026-09-25T09:01:31.924470+00:00	CLEAR	Flag	Sector	14		2026-09-25T09:01:30|Flag|CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14	CLEAR IN TRACK SECTOR 14
09-25 17:01:34	2026-09-25T09:01:34.313575+00:00	CLEAR	Flag	Sector	15		2026-09-25T09:01:32|Flag|CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15	CLEAR IN TRACK SECTOR 15
09-25 17:02:12	2026-09-25T09:02:12.882154+00:00	YELLOW	Flag	Sector	6		2026-09-25T09:02:11|Flag|YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6
09-25 17:02:12	2026-09-25T09:02:12.943425+00:00	YELLOW	Flag	Sector	5		2026-09-25T09:02:11|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 17:02:23	2026-09-25T09:02:23.542659+00:00	DOUBLE YELLOW	Flag	Sector	6		2026-09-25T09:02:21|Flag|DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6
09-25 17:02:26	2026-09-25T09:02:26.120707+00:00	CLEAR	Flag	Sector	6		2026-09-25T09:02:24|Flag|CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6
09-25 17:02:26	2026-09-25T09:02:26.384390+00:00	CLEAR	Flag	Sector	5		2026-09-25T09:02:24|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 17:02:59	2026-09-25T09:02:59.120700+00:00	YELLOW	Flag	Sector	5		2026-09-25T09:02:57|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 17:02:59	2026-09-25T09:02:59.145466+00:00	YELLOW	Flag	Sector	4		2026-09-25T09:02:57|Flag|YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4
09-25 17:03:05	2026-09-25T09:03:05.668825+00:00	DOUBLE YELLOW	Flag	Sector	5		2026-09-25T09:03:03|Flag|DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5
09-25 17:03:11	2026-09-25T09:03:11.730360+00:00	CLEAR	Flag	Sector	5		2026-09-25T09:03:09|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 17:03:11	2026-09-25T09:03:11.754806+00:00	CLEAR	Flag	Sector	4		2026-09-25T09:03:09|Flag|CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4
09-25 17:03:21	2026-09-25T09:03:21.462348+00:00		Other				2026-09-25T09:03:19|Other|CAR 3 (VER) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 13:01:18 (PIT)	CAR 3 (VER) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 13:01:18 (PIT)	CAR 3 (VER) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 9 13:01:18 (PIT)
09-25 17:03:23	2026-09-25T09:03:23.384227+00:00		Other				2026-09-25T09:03:20|Other|CAR 44 (HAM) TIME 2:19.925 DELETED - TRACK LIMITS AT TURN 1 LAP 10 13:00:17	CAR 44 (HAM) TIME 2:19.925 DELETED - TRACK LIMITS AT TURN 1 LAP 10 13:00:17	CAR 44 (HAM) TIME 2:19.925 DELETED - TRACK LIMITS AT TURN 1 LAP 10 13:00:17
09-25 17:03:32	2026-09-25T09:03:32.547328+00:00		Other				2026-09-25T09:03:30|Other|INCIDENT INVOLVING CAR 55 (SAI) NOTED - YELLOW FLAG INFRINGEMENT (12:59:11)	INCIDENT INVOLVING CAR 55 (SAI) NOTED - YELLOW FLAG INFRINGEMENT (12:59:11)	INCIDENT INVOLVING CAR 55 (SAI) NOTED - YELLOW FLAG INFRINGEMENT (12:59:11)
09-25 17:03:51	2026-09-25T09:03:51.045380+00:00	YELLOW	Flag	Sector	5		2026-09-25T09:03:49|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 17:03:51	2026-09-25T09:03:51.047303+00:00	YELLOW	Flag	Sector	4		2026-09-25T09:03:49|Flag|YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4	YELLOW IN TRACK SECTOR 4
09-25 17:03:57	2026-09-25T09:03:57.426491+00:00	DOUBLE YELLOW	Flag	Sector	5		2026-09-25T09:03:55|Flag|DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5	DOUBLE YELLOW IN TRACK SECTOR 5
09-25 17:03:58	2026-09-25T09:03:58.055073+00:00	CLEAR	Flag	Sector	5		2026-09-25T09:03:56|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 17:03:58	2026-09-25T09:03:58.358649+00:00	CLEAR	Flag	Sector	4		2026-09-25T09:03:56|Flag|CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4
09-25 17:04:08	2026-09-25T09:04:08.422004+00:00		Other				2026-09-25T09:04:06|Other|CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 10 13:02:11 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 10 13:02:11 (PIT)	CAR 12 (ANT) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 10 13:02:11 (PIT)
09-25 17:04:09	2026-09-25T09:04:09.759284+00:00	YELLOW	Flag	Sector	6		2026-09-25T09:04:07|Flag|YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6
09-25 17:04:09	2026-09-25T09:04:09.832565+00:00	YELLOW	Flag	Sector	5		2026-09-25T09:04:08|Flag|YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5	YELLOW IN TRACK SECTOR 5
09-25 17:04:19	2026-09-25T09:04:19.387364+00:00	DOUBLE YELLOW	Flag	Sector	6		2026-09-25T09:04:17|Flag|DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6	DOUBLE YELLOW IN TRACK SECTOR 6
09-25 17:04:24	2026-09-25T09:04:24.094284+00:00	YELLOW	Flag	Sector	6		2026-09-25T09:04:22|Flag|YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6	YELLOW IN TRACK SECTOR 6
09-25 17:04:25	2026-09-25T09:04:25.864181+00:00	CLEAR	Flag	Sector	5		2026-09-25T09:04:23|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 17:04:27	2026-09-25T09:04:27.102048+00:00	CLEAR	Flag	Sector	6		2026-09-25T09:04:25|Flag|CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6	CLEAR IN TRACK SECTOR 6
09-25 17:04:57	2026-09-25T09:04:57.361307+00:00		Other				2026-09-25T09:04:55|Other|CAR 41 (LIN) TIME 2:09.194 DELETED - DOUBLE YELLOW AT TURN 3 LAP 12 13:03:03	CAR 41 (LIN) TIME 2:09.194 DELETED - DOUBLE YELLOW AT TURN 3 LAP 12 13:03:03	CAR 41 (LIN) TIME 2:09.194 DELETED - DOUBLE YELLOW AT TURN 3 LAP 12 13:03:03
09-25 17:05:01	2026-09-25T09:05:01.333997+00:00		Other				2026-09-25T09:04:58|Other|CAR 11 (PER) TIME 2:29.937 DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 13:03:03	CAR 11 (PER) TIME 2:29.937 DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 13:03:03	CAR 11 (PER) TIME 2:29.937 DELETED - DOUBLE YELLOW AT TURN 3 LAP 10 13:03:03
09-25 17:05:01	2026-09-25T09:05:01.509836+00:00		Other				2026-09-25T09:04:59|Other|CAR 44 (HAM) TIME 2:21.611 DELETED - TRACK LIMITS AT TURN 3 LAP 11 13:03:00	CAR 44 (HAM) TIME 2:21.611 DELETED - TRACK LIMITS AT TURN 3 LAP 11 13:03:00	CAR 44 (HAM) TIME 2:21.611 DELETED - TRACK LIMITS AT TURN 3 LAP 11 13:03:00
09-25 17:06:01	2026-09-25T09:06:01.456775+00:00		Other				2026-09-25T09:05:59|Other|CAR 31 (OCO) TIME 2:14.034 DELETED - DOUBLE YELLOW AT TURN 4 LAP 9 13:02:21	CAR 31 (OCO) TIME 2:14.034 DELETED - DOUBLE YELLOW AT TURN 4 LAP 9 13:02:21	CAR 31 (OCO) TIME 2:14.034 DELETED - DOUBLE YELLOW AT TURN 4 LAP 9 13:02:21
09-25 17:06:04	2026-09-25T09:06:04.023423+00:00		Other				2026-09-25T09:06:02|Other|CAR 10 (GAS) TIME 2:05.343 DELETED - DOUBLE YELLOW AT TURN 4 LAP 11 13:02:22	CAR 10 (GAS) TIME 2:05.343 DELETED - DOUBLE YELLOW AT TURN 4 LAP 11 13:02:22	CAR 10 (GAS) TIME 2:05.343 DELETED - DOUBLE YELLOW AT TURN 4 LAP 11 13:02:22
09-25 17:06:10	2026-09-25T09:06:10.352991+00:00		Other				2026-09-25T09:06:08|Other|CAR 16 (LEC) TIME 2:05.297 DELETED - TRACK LIMITS AT TURN 3 LAP 12 13:03:50	CAR 16 (LEC) TIME 2:05.297 DELETED - TRACK LIMITS AT TURN 3 LAP 12 13:03:50	CAR 16 (LEC) TIME 2:05.297 DELETED - TRACK LIMITS AT TURN 3 LAP 12 13:03:50
09-25 17:06:12	2026-09-25T09:06:12.575249+00:00		Other				2026-09-25T09:06:10|Other|CAR 41 (LIN) TIME 2:09.194 DELETED - TRACK LIMITS AT TURN 16 LAP 12 13:04:18	CAR 41 (LIN) TIME 2:09.194 DELETED - TRACK LIMITS AT TURN 16 LAP 12 13:04:18	CAR 41 (LIN) TIME 2:09.194 DELETED - TRACK LIMITS AT TURN 16 LAP 12 13:04:18
09-25 17:06:15	2026-09-25T09:06:15.265067+00:00		Other				2026-09-25T09:06:12|Other|CAR 23 (ALB) TIME 2:14.082 DELETED - TRACK LIMITS AT TURN 4 LAP 13 13:04:09	CAR 23 (ALB) TIME 2:14.082 DELETED - TRACK LIMITS AT TURN 4 LAP 13 13:04:09	CAR 23 (ALB) TIME 2:14.082 DELETED - TRACK LIMITS AT TURN 4 LAP 13 13:04:09
09-25 17:07:25	2026-09-25T09:07:25.067581+00:00		Other				2026-09-25T09:07:23|Other|FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE SESSION - YELLOW FLAG INFRINGEMENT (12:59:11)	FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE SESSION - YELLOW FLAG INFRINGEMENT (12:59:11)	FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) WILL BE INVESTIGATED AFTER THE SESSION - YELLOW FLAG INFRINGEMENT (12:59:11)
09-25 17:08:37	2026-09-25T09:08:37.066848+00:00		Other				2026-09-25T09:08:35|Other|TRACK SURFACE SLIPPERY IN TRACK SECTOR 5	TRACK SURFACE SLIPPERY IN TRACK SECTOR 5	TRACK SURFACE SLIPPERY IN TRACK SECTOR 5
09-25 17:09:10	2026-09-25T09:09:10.761009+00:00		SafetyCar				2026-09-25T09:09:07|SafetyCar|VSC DEPLOYED	VSC DEPLOYED	VSC DEPLOYED
09-25 17:09:10	2026-09-25T09:09:10.763008+00:00	CLEAR	Flag	Sector	5		2026-09-25T09:09:08|Flag|CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5	CLEAR IN TRACK SECTOR 5
09-25 17:09:12	2026-09-25T09:09:12.136491+00:00	DOUBLE YELLOW	Flag	Sector	4		2026-09-25T09:09:10|Flag|DOUBLE YELLOW IN TRACK SECTOR 4	DOUBLE YELLOW IN TRACK SECTOR 4	DOUBLE YELLOW IN TRACK SECTOR 4
09-25 17:09:12	2026-09-25T09:09:12.171475+00:00	YELLOW	Flag	Sector	3		2026-09-25T09:09:10|Flag|YELLOW IN TRACK SECTOR 3	YELLOW IN TRACK SECTOR 3	YELLOW IN TRACK SECTOR 3
09-25 17:09:29	2026-09-25T09:09:29.586168+00:00	CLEAR	Flag	Sector	4		2026-09-25T09:09:27|Flag|CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4	CLEAR IN TRACK SECTOR 4
09-25 17:09:32	2026-09-25T09:09:32.028008+00:00	CLEAR	Flag	Sector	3		2026-09-25T09:09:30|Flag|CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3	CLEAR IN TRACK SECTOR 3
09-25 17:09:34	2026-09-25T09:09:34.463565+00:00		SafetyCar				2026-09-25T09:09:32|SafetyCar|VSC ENDING	VSC ENDING	VSC ENDING
09-25 17:09:45	2026-09-25T09:09:45.202741+00:00	CLEAR	Flag	Track			2026-09-25T09:09:43|Flag|TRACK CLEAR	TRACK CLEAR	TRACK CLEAR
09-25 17:14:51	2026-09-25T09:14:51.294748+00:00		Other				2026-09-25T09:14:49|Other|TRACK SURFACE SLIPPERY IN TRACK SECTOR 10	TRACK SURFACE SLIPPERY IN TRACK SECTOR 10	TRACK SURFACE SLIPPERY IN TRACK SECTOR 10
09-25 17:16:29	2026-09-25T09:16:29.053174+00:00	CLEAR	Flag	Sector	10		2026-09-25T09:16:27|Flag|CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10	CLEAR IN TRACK SECTOR 10
09-25 17:19:09	2026-09-25T09:19:09.580108+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:19:07|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:19:09	2026-09-25T09:19:09.612623+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:19:07|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:19:11	2026-09-25T09:19:11.545546+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:19:09|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:19:12	2026-09-25T09:19:12.801239+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:19:10|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:19:53	2026-09-25T09:19:53.313498+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:19:51|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:19:53	2026-09-25T09:19:53.453001+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:19:51|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:19:55	2026-09-25T09:19:55.014977+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:19:52|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:19:56	2026-09-25T09:19:56.071523+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:19:54|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:20:24	2026-09-25T09:20:24.998680+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:20:22|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:20:25	2026-09-25T09:20:25.000709+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:20:22|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:20:25	2026-09-25T09:20:25.117664+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:20:23|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:20:26	2026-09-25T09:20:26.433345+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:20:24|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:20:34	2026-09-25T09:20:34.318030+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:20:32|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:20:34	2026-09-25T09:20:34.384486+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:20:32|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:20:36	2026-09-25T09:20:36.655873+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:20:34|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:20:36	2026-09-25T09:20:36.658141+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:20:34|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:21:12	2026-09-25T09:21:12.537071+00:00		Other				2026-09-25T09:21:10|Other|CAR 63 (RUS) TIME 2:06.961 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:19:04	CAR 63 (RUS) TIME 2:06.961 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:19:04	CAR 63 (RUS) TIME 2:06.961 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:19:04
09-25 17:21:36	2026-09-25T09:21:36.765718+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:21:34|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:21:36	2026-09-25T09:21:36.767832+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:21:34|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:21:38	2026-09-25T09:21:38.372383+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:21:36|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:21:39	2026-09-25T09:21:39.443552+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:21:37|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:21:58	2026-09-25T09:21:58.947530+00:00	YELLOW	Flag	Sector	9		2026-09-25T09:21:57|Flag|YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9
09-25 17:21:58	2026-09-25T09:21:58.975669+00:00	YELLOW	Flag	Sector	8		2026-09-25T09:21:57|Flag|YELLOW IN TRACK SECTOR 8	YELLOW IN TRACK SECTOR 8	YELLOW IN TRACK SECTOR 8
09-25 17:22:10	2026-09-25T09:22:10.302242+00:00	DOUBLE YELLOW	Flag	Sector	9		2026-09-25T09:22:07|Flag|DOUBLE YELLOW IN TRACK SECTOR 9	DOUBLE YELLOW IN TRACK SECTOR 9	DOUBLE YELLOW IN TRACK SECTOR 9
09-25 17:22:15	2026-09-25T09:22:15.886328+00:00	YELLOW	Flag	Sector	9		2026-09-25T09:22:13|Flag|YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9	YELLOW IN TRACK SECTOR 9
09-25 17:22:15	2026-09-25T09:22:15.888582+00:00	CLEAR	Flag	Sector	8		2026-09-25T09:22:13|Flag|CLEAR IN TRACK SECTOR 8	CLEAR IN TRACK SECTOR 8	CLEAR IN TRACK SECTOR 8
09-25 17:22:16	2026-09-25T09:22:16.688427+00:00	CLEAR	Flag	Sector	9		2026-09-25T09:22:14|Flag|CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9	CLEAR IN TRACK SECTOR 9
09-25 17:22:28	2026-09-25T09:22:28.708593+00:00		Other				2026-09-25T09:22:26|Other|CAR 41 (LIN) TIME 2:28.991 DELETED - TRACK LIMITS AT TURN 15 LAP 18 13:20:05	CAR 41 (LIN) TIME 2:28.991 DELETED - TRACK LIMITS AT TURN 15 LAP 18 13:20:05	CAR 41 (LIN) TIME 2:28.991 DELETED - TRACK LIMITS AT TURN 15 LAP 18 13:20:05
09-25 17:23:24	2026-09-25T09:23:24.576272+00:00	YELLOW	Flag	Sector	2		2026-09-25T09:23:21|Flag|YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2	YELLOW IN TRACK SECTOR 2
09-25 17:23:24	2026-09-25T09:23:24.578337+00:00	YELLOW	Flag	Sector	1		2026-09-25T09:23:22|Flag|YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1	YELLOW IN TRACK SECTOR 1
09-25 17:23:35	2026-09-25T09:23:35.961270+00:00	CLEAR	Flag	Sector	2		2026-09-25T09:23:33|Flag|CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2	CLEAR IN TRACK SECTOR 2
09-25 17:23:35	2026-09-25T09:23:35.963264+00:00	CLEAR	Flag	Sector	1		2026-09-25T09:23:34|Flag|CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1	CLEAR IN TRACK SECTOR 1
09-25 17:23:48	2026-09-25T09:23:48.942620+00:00		Other				2026-09-25T09:23:47|Other|CAR 5 (BOR) TIME 2:22.182 DELETED - TRACK LIMITS AT TURN 1 LAP 14 13:19:46	CAR 5 (BOR) TIME 2:22.182 DELETED - TRACK LIMITS AT TURN 1 LAP 14 13:19:46	CAR 5 (BOR) TIME 2:22.182 DELETED - TRACK LIMITS AT TURN 1 LAP 14 13:19:46
09-25 17:23:50	2026-09-25T09:23:50.758462+00:00		Other				2026-09-25T09:23:48|Other|CAR 27 (HUL) TIME 2:05.878 DELETED - TRACK LIMITS AT TURN 1 LAP 15 13:20:21	CAR 27 (HUL) TIME 2:05.878 DELETED - TRACK LIMITS AT TURN 1 LAP 15 13:20:21	CAR 27 (HUL) TIME 2:05.878 DELETED - TRACK LIMITS AT TURN 1 LAP 15 13:20:21
09-25 17:23:53	2026-09-25T09:23:53.156123+00:00		Other				2026-09-25T09:23:51|Other|CAR 6 (HAD) TIME 2:24.057 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:20:26	CAR 6 (HAD) TIME 2:24.057 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:20:26	CAR 6 (HAD) TIME 2:24.057 DELETED - TRACK LIMITS AT TURN 1 LAP 17 13:20:26
09-25 17:24:00	2026-09-25T09:24:00.379984+00:00		Other				2026-09-25T09:23:58|Other|CAR 31 (OCO) TIME 2:11.290 DELETED - DOUBLE YELLOW AT TURN 7 LAP 16 13:22:07	CAR 31 (OCO) TIME 2:11.290 DELETED - DOUBLE YELLOW AT TURN 7 LAP 16 13:22:07	CAR 31 (OCO) TIME 2:11.290 DELETED - DOUBLE YELLOW AT TURN 7 LAP 16 13:22:07
09-25 17:24:16	2026-09-25T09:24:16.283781+00:00		Other				2026-09-25T09:24:14|Other|CAR 63 (RUS) TIME 2:13.364 DELETED - TRACK LIMITS AT TURN 7 LAP 18 13:22:07	CAR 63 (RUS) TIME 2:13.364 DELETED - TRACK LIMITS AT TURN 7 LAP 18 13:22:07	CAR 63 (RUS) TIME 2:13.364 DELETED - TRACK LIMITS AT TURN 7 LAP 18 13:22:07
09-25 17:25:15	2026-09-25T09:25:15.846258+00:00		Other				2026-09-25T09:25:14|Other|CAR 44 (HAM) TIME 16:33.202 DELETED - DOUBLE YELLOW AT TURN 7 LAP 13 13:22:09	CAR 44 (HAM) TIME 16:33.202 DELETED - DOUBLE YELLOW AT TURN 7 LAP 13 13:22:09	CAR 44 (HAM) TIME 16:33.202 DELETED - DOUBLE YELLOW AT TURN 7 LAP 13 13:22:09
09-25 17:25:17	2026-09-25T09:25:17.293894+00:00		Other				2026-09-25T09:25:15|Other|CAR 12 (ANT) TIME 2:11.790 DELETED - TRACK LIMITS AT TURN 1 LAP 18 13:21:33	CAR 12 (ANT) TIME 2:11.790 DELETED - TRACK LIMITS AT TURN 1 LAP 18 13:21:33	CAR 12 (ANT) TIME 2:11.790 DELETED - TRACK LIMITS AT TURN 1 LAP 18 13:21:33
